"","proj","AUC","Brier","Chi","Pval"
"558","jena-core",0.798618773001834,0.175844124475273,0.0995983212100332,0
"560","jersey-1",0.800046374257384,0.139149596669019,0.276927143597448,0
"564","jetty-project",0.770729057015403,0.141566071100207,0.159758917678861,0
"565","jetty-spdy",0.803293750174999,0.14593489377134,0.27611647514432,0
"569","jgralab",0.738684899499074,0.19276672974532,0.172877374031356,0
"570","jgralab-dhht",0.731697883063961,0.209166162842812,0.0708203950688484,0.0012559286190259
"571","jgrapht",0.772000958032466,0.145656499760821,0.0712512579222504,0.00453902992900268
"572","jmxtrans",0.859619334986196,0.132339769003359,0.585792905408746,0
"574","jogl",0.857662668705951,0.155496214424581,0.0173568703605636,6.60995849721679e-07
"575","jOOQ",0.770811920197637,0.136871335915232,0.0829364800704288,3.6392000524188e-12
"576","jop",0.770765667498382,0.0815561336180345,0.252113825620275,0
"577","joshua",0.776719844036525,0.178392579205682,0.219616472389774,0
"578","jpcsp",0.824275837483214,0.170346763455542,0.032394917060797,1.35401292689075e-06
"579","jscep",0.837379560471122,0.135737573493816,0.251413575172166,3.61383067915e-09
"582","jspwiki",0.718684462066746,0.169120641081279,0.359724648964336,0
"584","jython",0.764218637568518,0.176795022281643,0.474715824228014,0
"585","jython-legacy",0.759237487965645,0.168487197602448,0.616090795401778,0
"586","k-9",0.798293760181755,0.132606412160686,0.279168729661547,0
"588","kaffe",0.760427586741206,0.166418745678476,0.213159224102848,0
"589","katta",0.828096430778577,0.146184705763254,0.0883624994461437,0.000374972808454443
"590","kde-owncloud",0.75248556316012,0.151357718497517,0.408961287969448,0
"591","killbill",0.867705363892309,0.129251655219318,0.396073163082675,0
"592","Kramerius",0.75982881982167,0.0903552620012598,0.102013812776635,6.48618936338607e-10
"594","L2jFrozenInterlude",0.838532748578469,0.163586809320473,0.404865420780756,1.11022302462516e-16
"596","larceny-oldimport",0.803088327867117,0.0679663609858377,0.0961037170579267,1.14205311874116e-11
"601","leiningen",0.755662907848987,0.16629453453677,0.321536101092787,0
"602","Lemo-Data-Management-Server",0.812697433554036,0.161325935917581,0.0233316757957508,0.0536933199306867
"603","lenskit",0.815224886280621,0.113032705212585,0.212864755409253,0
"604","lexevs",NA,NA,NA,NA
"606","Liberty",0.803553718213245,0.164887218579232,0.140154516409673,0
"607","libguestfs",0.790886240905581,0.0689788158451892,0.214568760190509,0
"608","libidn",0.798229819931661,0.0790786496952974,0.10872173879771,2.54116320319575e-07
"609","libming",0.71874647079822,0.138605416867065,0.274296761959268,2.22044604925031e-16
"610","libsdl",0.802389392841176,0.164221008119827,0.62090295917356,0
"614","lila",NA,NA,NA,NA
"616","linphone_linux_XIA",0.789691193286831,0.151468739975754,0.237699076449828,0
"618","lintian",NA,NA,NA,NA
"621","LNReader-Android",0.813732103676488,0.174845028740789,0.104140244298743,3.22367889749042e-06
"622","log4j",0.757579663565161,0.199095788203204,0.110375917123829,1.84630088995164e-13
"623","lor-jamwiki",0.83822461763628,0.0626065991639963,0.000112041254200222,0.849940531394714
"624","lpzrobots",0.752961470047203,0.121037775691972,0.0771399593267749,1.6201931496429e-07
